CENSUS TRACT,COUNTY,COMMUNITY IMPACT SCORE,,
"Census Tract 5639, Allegheny County, Pennsylvania",Allegheny,2.5,,
"Census Tract 5640, Allegheny County, Pennsylvania",Allegheny,2,,
"Census Tract 5641, Allegheny County, Pennsylvania",Allegheny,1,,
"Census Tract 5642, Allegheny County, Pennsylvania",Allegheny,2,,
"Census Tract 5644, Allegheny County, Pennsylvania",Allegheny,2,,
"Census Tract 5645, Allegheny County, Pennsylvania",Allegheny,2,,
"Census Tract 603, Allegheny County, Pennsylvania",Allegheny,4.5,,
"Census Tract 605, Allegheny County, Pennsylvania",Allegheny,4,,
"Census Tract 703, Allegheny County, Pennsylvania",Allegheny,2,,
"Census Tract 705, Allegheny County, Pennsylvania",Allegheny,3,,
"Census Tract 706, Allegheny County, Pennsylvania",Allegheny,2.5,,
"Census Tract 708, Allegheny County, Pennsylvania",Allegheny,2.5,,
"Census Tract 709, Allegheny County, Pennsylvania",Allegheny,4,,
"Census Tract 802, Allegheny County, Pennsylvania",Allegheny,3.5,,
"Census Tract 804, Allegheny County, Pennsylvania",Allegheny,3.5,,
"Census Tract 806, Allegheny County, Pennsylvania",Allegheny,2.5,,
"Census Tract 807, Allegheny County, Pennsylvania",Allegheny,4.5,,
"Census Tract 809, Allegheny County, Pennsylvania",Allegheny,3.5,,
"Census Tract 901, Allegheny County, Pennsylvania",Allegheny,3,,
"Census Tract 902, Allegheny County, Pennsylvania",Allegheny,2.5,,
"Census Tract 903, Allegheny County, Pennsylvania",Allegheny,3.5,,
"Census Tract 9800, Allegheny County, Pennsylvania",Allegheny,2,,
"Census Tract 9801, Allegheny County, Pennsylvania",Allegheny,3,,
"Census Tract 9805, Allegheny County, Pennsylvania",Allegheny,1,,
"Census Tract 9806, Allegheny County, Pennsylvania",Allegheny,1,,
"Census Tract 9807, Allegheny County, Pennsylvania",Allegheny,1,,
"Census Tract 9811, Allegheny County, Pennsylvania",Allegheny,1,,
"Census Tract 9818, Allegheny County, Pennsylvania",Allegheny,5,,
"Census Tract 9822, Allegheny County, Pennsylvania",Allegheny,4,,
"Census Tract 9501, Armstrong County, Pennsylvania",Armstrong,2.5,,
"Census Tract 9502, Armstrong County, Pennsylvania",Armstrong,2,,
"Census Tract 9503, Armstrong County, Pennsylvania",Armstrong,2.5,,
"Census Tract 9504, Armstrong County, Pennsylvania",Armstrong,2,,
"Census Tract 9505, Armstrong County, Pennsylvania",Armstrong,2,,
"Census Tract 9506, Armstrong County, Pennsylvania",Armstrong,2,,
"Census Tract 9507, Armstrong County, Pennsylvania",Armstrong,2.5,,
"Census Tract 9508, Armstrong County, Pennsylvania",Armstrong,2,,
"Census Tract 9509, Armstrong County, Pennsylvania",Armstrong,2,,
"Census Tract 9510, Armstrong County, Pennsylvania",Armstrong,4,,
"Census Tract 9511, Armstrong County, Pennsylvania",Armstrong,4.5,,
"Census Tract 9512, Armstrong County, Pennsylvania",Armstrong,1.5,,
"Census Tract 9513, Armstrong County, Pennsylvania",Armstrong,1.5,,
"Census Tract 9514, Armstrong County, Pennsylvania",Armstrong,2,,
"Census Tract 9515, Armstrong County, Pennsylvania",Armstrong,3,,
"Census Tract 9516, Armstrong County, Pennsylvania",Armstrong,2,,
"Census Tract 9517, Armstrong County, Pennsylvania",Armstrong,2,,
"Census Tract 9518, Armstrong County, Pennsylvania",Armstrong,4,,
"Census Tract 9519, Armstrong County, Pennsylvania",Armstrong,3,,
"Census Tract 6006.01, Beaver County, Pennsylvania",Beaver,2.5,,
"Census Tract 6006.02, Beaver County, Pennsylvania",Beaver,1,,
"Census Tract 6007, Beaver County, Pennsylvania",Beaver,2,,
"Census Tract 6010, Beaver County, Pennsylvania",Beaver,2,,
"Census Tract 6011, Beaver County, Pennsylvania",Beaver,4,,
"Census Tract 6012, Beaver County, Pennsylvania",Beaver,5,,
"Census Tract 6013, Beaver County, Pennsylvania",Beaver,4,,
"Census Tract 6014, Beaver County, Pennsylvania",Beaver,3.5,,
"Census Tract 6016, Beaver County, Pennsylvania",Beaver,3,,
"Census Tract 6017, Beaver County, Pennsylvania",Beaver,1.5,,
"Census Tract 6018, Beaver County, Pennsylvania",Beaver,1.5,,
"Census Tract 6021, Beaver County, Pennsylvania",Beaver,5,,
"Census Tract 6023, Beaver County, Pennsylvania",Beaver,3.5,,
"Census Tract 6024, Beaver County, Pennsylvania",Beaver,2.5,,
"Census Tract 6025, Beaver County, Pennsylvania",Beaver,4.5,,
"Census Tract 6026.01, Beaver County, Pennsylvania",Beaver,1,,
"Census Tract 6026.02, Beaver County, Pennsylvania",Beaver,2,,
"Census Tract 6027.01, Beaver County, Pennsylvania",Beaver,1.5,,
"Census Tract 6027.02, Beaver County, Pennsylvania",Beaver,1.5,,
"Census Tract 6028, Beaver County, Pennsylvania",Beaver,5,,
"Census Tract 6029, Beaver County, Pennsylvania",Beaver,1.5,,
"Census Tract 6030, Beaver County, Pennsylvania",Beaver,1.5,,
"Census Tract 6032.02, Beaver County, Pennsylvania",Beaver,1,,
"Census Tract 6033, Beaver County, Pennsylvania",Beaver,3,,
"Census Tract 6034, Beaver County, Pennsylvania",Beaver,3.5,,
"Census Tract 6035, Beaver County, Pennsylvania",Beaver,3,,
"Census Tract 6036, Beaver County, Pennsylvania",Beaver,2,,
"Census Tract 6037, Beaver County, Pennsylvania",Beaver,3.5,,
"Census Tract 6038.01, Beaver County, Pennsylvania",Beaver,1,,
"Census Tract 6038.02, Beaver County, Pennsylvania",Beaver,1,,
"Census Tract 6038.03, Beaver County, Pennsylvania",Beaver,1,,
"Census Tract 6039, Beaver County, Pennsylvania",Beaver,2,,
"Census Tract 6040, Beaver County, Pennsylvania",Beaver,4.5,,
"Census Tract 6041, Beaver County, Pennsylvania",Beaver,4.5,,
"Census Tract 6042, Beaver County, Pennsylvania",Beaver,4,,
"Census Tract 6045, Beaver County, Pennsylvania",Beaver,5,,
"Census Tract 6046, Beaver County, Pennsylvania",Beaver,3,,
"Census Tract 6047, Beaver County, Pennsylvania",Beaver,3.5,,
"Census Tract 6048, Beaver County, Pennsylvania",Beaver,2,,
"Census Tract 6049.01, Beaver County, Pennsylvania",Beaver,2,,
"Census Tract 6049.02, Beaver County, Pennsylvania",Beaver,1.5,,
"Census Tract 6050.01, Beaver County, Pennsylvania",Beaver,1,,
"Census Tract 6050.02, Beaver County, Pennsylvania",Beaver,2,,
"Census Tract 6051, Beaver County, Pennsylvania",Beaver,2,,
"Census Tract 6052, Beaver County, Pennsylvania",Beaver,3.5,,
"Census Tract 6053, Beaver County, Pennsylvania",Beaver,2,,
"Census Tract 6054, Beaver County, Pennsylvania",Beaver,4.5,,
"Census Tract 6055, Beaver County, Pennsylvania",Beaver,2,,
"Census Tract 6056, Beaver County, Pennsylvania",Beaver,2,,
"Census Tract 6057, Beaver County, Pennsylvania",Beaver,3,,
"Census Tract 6058, Beaver County, Pennsylvania",Beaver,2,,
"Census Tract 9601, Bedford County, Pennsylvania",Bedford,2,,
"Census Tract 9602, Bedford County, Pennsylvania",Bedford,2,,
"Census Tract 9603, Bedford County, Pennsylvania",Bedford,2,,
"Census Tract 9604, Bedford County, Pennsylvania",Bedford,2,,
"Census Tract 9605, Bedford County, Pennsylvania",Bedford,3,,
"Census Tract 9606, Bedford County, Pennsylvania",Bedford,3.5,,
"Census Tract 9607, Bedford County, Pennsylvania",Bedford,4,,
"Census Tract 9608, Bedford County, Pennsylvania",Bedford,2,,
"Census Tract 9609, Bedford County, Pennsylvania",Bedford,2,,
"Census Tract 9610, Bedford County, Pennsylvania",Bedford,2,,
"Census Tract 9611, Bedford County, Pennsylvania",Bedford,2.5,,
"Census Tract 1, Berks County, Pennsylvania",Berks,5,,
"Census Tract 10, Berks County, Pennsylvania",Berks,4.5,,
"Census Tract 101, Berks County, Pennsylvania",Berks,2,,
"Census Tract 102.01, Berks County, Pennsylvania",Berks,2,,
"Census Tract 102.02, Berks County, Pennsylvania",Berks,1.5,,
"Census Tract 103.02, Berks County, Pennsylvania",Berks,1,,
"Census Tract 103.03, Berks County, Pennsylvania",Berks,2,,
"Census Tract 103.04, Berks County, Pennsylvania",Berks,1,,
"Census Tract 104, Berks County, Pennsylvania",Berks,2,,
"Census Tract 105, Berks County, Pennsylvania",Berks,2,,
"Census Tract 106, Berks County, Pennsylvania",Berks,2,,
"Census Tract 107, Berks County, Pennsylvania",Berks,1.5,,
"Census Tract 108.01, Berks County, Pennsylvania",Berks,1.5,,
"Census Tract 108.02, Berks County, Pennsylvania",Berks,1.5,,
"Census Tract 109.02, Berks County, Pennsylvania",Berks,1.5,,
"Census Tract 109.03, Berks County, Pennsylvania",Berks,1,,
"Census Tract 109.04, Berks County, Pennsylvania",Berks,1.5,,
"Census Tract 109.05, Berks County, Pennsylvania",Berks,2.5,,
"Census Tract 11, Berks County, Pennsylvania",Berks,3.5,,
"Census Tract 110, Berks County, Pennsylvania",Berks,2,,
"Census Tract 111.01, Berks County, Pennsylvania",Berks,2,,
"Census Tract 111.02, Berks County, Pennsylvania",Berks,1,,
"Census Tract 112, Berks County, Pennsylvania",Berks,2.5,,
"Census Tract 113, Berks County, Pennsylvania",Berks,1.5,,
"Census Tract 114, Berks County, Pennsylvania",Berks,3,,
"Census Tract 115, Berks County, Pennsylvania",Berks,3.5,,
"Census Tract 116.01, Berks County, Pennsylvania",Berks,2.5,,
"Census Tract 116.02, Berks County, Pennsylvania",Berks,1,,
"Census Tract 116.03, Berks County, Pennsylvania",Berks,1,,
"Census Tract 117.01, Berks County, Pennsylvania",Berks,1,,
"Census Tract 117.02, Berks County, Pennsylvania",Berks,1,,
"Census Tract 117.03, Berks County, Pennsylvania",Berks,1,,
"Census Tract 118, Berks County, Pennsylvania",Berks,1.5,,
"Census Tract 119.02, Berks County, Pennsylvania",Berks,1,,
"Census Tract 119.03, Berks County, Pennsylvania",Berks,1,,
"Census Tract 119.04, Berks County, Pennsylvania",Berks,2,,
"Census Tract 12, Berks County, Pennsylvania",Berks,3,,
"Census Tract 120.01, Berks County, Pennsylvania",Berks,1.5,,
"Census Tract 120.02, Berks County, Pennsylvania",Berks,1,,
"Census Tract 121.01, Berks County, Pennsylvania",Berks,2,,
"Census Tract 121.03, Berks County, Pennsylvania",Berks,1,,
"Census Tract 121.04, Berks County, Pennsylvania",Berks,1,,
"Census Tract 121.05, Berks County, Pennsylvania",Berks,1,,
"Census Tract 122, Berks County, Pennsylvania",Berks,3.5,,
"Census Tract 123, Berks County, Pennsylvania",Berks,2.5,,
"Census Tract 124, Berks County, Pennsylvania",Berks,2,,
"Census Tract 125, Berks County, Pennsylvania",Berks,2,,
"Census Tract 126, Berks County, Pennsylvania",Berks,2,,
"Census Tract 127, Berks County, Pennsylvania",Berks,1,,
"Census Tract 128, Berks County, Pennsylvania",Berks,2.5,,
"Census Tract 129, Berks County, Pennsylvania",Berks,1,,
"Census Tract 13, Berks County, Pennsylvania",Berks,5,,
"Census Tract 130, Berks County, Pennsylvania",Berks,1.5,,
"Census Tract 131, Berks County, Pennsylvania",Berks,1,,
"Census Tract 132, Berks County, Pennsylvania",Berks,3.5,,
"Census Tract 133.01, Berks County, Pennsylvania",Berks,1,,
"Census Tract 133.02, Berks County, Pennsylvania",Berks,1.5,,
"Census Tract 134.01, Berks County, Pennsylvania",Berks,1,,
"Census Tract 134.02, Berks County, Pennsylvania",Berks,1,,
"Census Tract 135, Berks County, Pennsylvania",Berks,1,,
"Census Tract 136, Berks County, Pennsylvania",Berks,2,,
"Census Tract 137.01, Berks County, Pennsylvania",Berks,2.5,,
"Census Tract 137.02, Berks County, Pennsylvania",Berks,2.5,,
"Census Tract 138, Berks County, Pennsylvania",Berks,3.5,,
"Census Tract 139, Berks County, Pennsylvania",Berks,2,,
"Census Tract 14, Berks County, Pennsylvania",Berks,5,,
"Census Tract 140, Berks County, Pennsylvania",Berks,3,,
"Census Tract 141, Berks County, Pennsylvania",Berks,2,,
"Census Tract 142, Berks County, Pennsylvania",Berks,2,,
"Census Tract 15, Berks County, Pennsylvania",Berks,4,,
"Census Tract 16, Berks County, Pennsylvania",Berks,3,,
"Census Tract 17, Berks County, Pennsylvania",Berks,5,,
"Census Tract 18, Berks County, Pennsylvania",Berks,4,,
"Census Tract 19, Berks County, Pennsylvania",Berks,5,,
"Census Tract 2, Berks County, Pennsylvania",Berks,5,,
"Census Tract 20, Berks County, Pennsylvania",Berks,4,,
"Census Tract 21, Berks County, Pennsylvania",Berks,3.5,,
"Census Tract 22, Berks County, Pennsylvania",Berks,4.5,,
"Census Tract 23, Berks County, Pennsylvania",Berks,4.5,,
"Census Tract 25, Berks County, Pennsylvania",Berks,5,,
"Census Tract 26, Berks County, Pennsylvania",Berks,5,,
"Census Tract 27, Berks County, Pennsylvania",Berks,1.5,,
"Census Tract 29, Berks County, Pennsylvania",Berks,2,,
"Census Tract 3, Berks County, Pennsylvania",Berks,3,,
"Census Tract 4, Berks County, Pennsylvania",Berks,4.5,,
"Census Tract 5, Berks County, Pennsylvania",Berks,3.5,,
"Census Tract 6, Berks County, Pennsylvania",Berks,2,,
"Census Tract 7, Berks County, Pennsylvania",Berks,2,,
"Census Tract 8, Berks County, Pennsylvania",Berks,4.5,,
"Census Tract 9, Berks County, Pennsylvania",Berks,4.5,,
"Census Tract 1002, Blair County, Pennsylvania",Blair,1.5,,
"Census Tract 1003, Blair County, Pennsylvania",Blair,3,,
"Census Tract 1004, Blair County, Pennsylvania",Blair,2,,
"Census Tract 1005, Blair County, Pennsylvania",Blair,3.5,,
"Census Tract 1006, Blair County, Pennsylvania",Blair,2,,
"Census Tract 1007, Blair County, Pennsylvania",Blair,4.5,,
"Census Tract 1008, Blair County, Pennsylvania",Blair,2,,
"Census Tract 1009, Blair County, Pennsylvania",Blair,3,,
"Census Tract 101.01, Blair County, Pennsylvania",Blair,1,,
"Census Tract 101.02, Blair County, Pennsylvania",Blair,4,,
"Census Tract 101.03, Blair County, Pennsylvania",Blair,2.5,,
"Census Tract 1011, Blair County, Pennsylvania",Blair,2,,
"Census Tract 1012, Blair County, Pennsylvania",Blair,3,,
"Census Tract 1014, Blair County, Pennsylvania",Blair,3,,
"Census Tract 1015, Blair County, Pennsylvania",Blair,2,,
"Census Tract 1016, Blair County, Pennsylvania",Blair,4.5,,
"Census Tract 1017, Blair County, Pennsylvania",Blair,3,,
"Census Tract 1018, Blair County, Pennsylvania",Blair,2,,
"Census Tract 1019, Blair County, Pennsylvania",Blair,5,,
"Census Tract 104.01, Blair County, Pennsylvania",Blair,3,,
"Census Tract 104.02, Blair County, Pennsylvania",Blair,1.5,,
"Census Tract 105, Blair County, Pennsylvania",Blair,1.5,,
"Census Tract 106, Blair County, Pennsylvania",Blair,1.5,,
"Census Tract 107, Blair County, Pennsylvania",Blair,2.5,,
"Census Tract 108, Blair County, Pennsylvania",Blair,2.5,,
"Census Tract 109, Blair County, Pennsylvania",Blair,1,,
"Census Tract 110.01, Blair County, Pennsylvania",Blair,1.5,,
"Census Tract 110.02, Blair County, Pennsylvania",Blair,2.5,,
"Census Tract 111, Blair County, Pennsylvania",Blair,2,,
"Census Tract 112, Blair County, Pennsylvania",Blair,2.5,,
"Census Tract 113, Blair County, Pennsylvania",Blair,2,,
"Census Tract 114, Blair County, Pennsylvania",Blair,2.5,,
"Census Tract 115, Blair County, Pennsylvania",Blair,2,,
"Census Tract 116, Blair County, Pennsylvania",Blair,2.5,,
"Census Tract 9501, Bradford County, Pennsylvania",Bradford,2,,
"Census Tract 9502, Bradford County, Pennsylvania",Bradford,2,,
"Census Tract 9503, Bradford County, Pennsylvania",Bradford,3.5,,
"Census Tract 9504, Bradford County, Pennsylvania",Bradford,4,,
"Census Tract 9505, Bradford County, Pennsylvania",Bradford,1.5,,
"Census Tract 9506, Bradford County, Pennsylvania",Bradford,2,,
"Census Tract 9507, Bradford County, Pennsylvania",Bradford,3,,
"Census Tract 9508, Bradford County, Pennsylvania",Bradford,2,,
"Census Tract 9509, Bradford County, Pennsylvania",Bradford,3,,
"Census Tract 9510, Bradford County, Pennsylvania",Bradford,3,,
"Census Tract 9511, Bradford County, Pennsylvania",Bradford,2,,
"Census Tract 9512, Bradford County, Pennsylvania",Bradford,2,,
"Census Tract 9513, Bradford County, Pennsylvania",Bradford,2,,
"Census Tract 9514, Bradford County, Pennsylvania",Bradford,3.5,,
"Census Tract 1001.02, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1001.03, Bucks County, Pennsylvania",Bucks,3.5,,
"Census Tract 1001.04, Bucks County, Pennsylvania",Bucks,3.5,,
"Census Tract 1001.05, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1002.01, Bucks County, Pennsylvania",Bucks,2,,
"Census Tract 1002.06, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1002.07, Bucks County, Pennsylvania",Bucks,4.5,,
"Census Tract 1002.08, Bucks County, Pennsylvania",Bucks,2.5,,
"Census Tract 1002.09, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1002.10, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1002.11, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1002.12, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1003.02, Bucks County, Pennsylvania",Bucks,1.5,,
"Census Tract 1003.03, Bucks County, Pennsylvania",Bucks,3,,
"Census Tract 1003.04, Bucks County, Pennsylvania",Bucks,4,,
"Census Tract 1003.06, Bucks County, Pennsylvania",Bucks,2,,
"Census Tract 1003.07, Bucks County, Pennsylvania",Bucks,2,,
"Census Tract 1004.01, Bucks County, Pennsylvania",Bucks,1.5,,
"Census Tract 1004.02, Bucks County, Pennsylvania",Bucks,1.5,,
"Census Tract 1004.03, Bucks County, Pennsylvania",Bucks,2,,
"Census Tract 1004.04, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1004.06, Bucks County, Pennsylvania",Bucks,3,,
"Census Tract 1004.07, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1004.08, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1005, Bucks County, Pennsylvania",Bucks,2.5,,
"Census Tract 1006, Bucks County, Pennsylvania",Bucks,4,,
"Census Tract 1007, Bucks County, Pennsylvania",Bucks,4,,
"Census Tract 1008.03, Bucks County, Pennsylvania",Bucks,1.5,,
"Census Tract 1008.04, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1008.05, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1008.07, Bucks County, Pennsylvania",Bucks,1.5,,
"Census Tract 1008.08, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1008.09, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1008.11, Bucks County, Pennsylvania",Bucks,2,,
"Census Tract 1009, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1011, Bucks County, Pennsylvania",Bucks,2.5,,
"Census Tract 1014.01, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1014.03, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1014.04, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1014.05, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1015.03, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1015.04, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1015.05, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1015.06, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1016.03, Bucks County, Pennsylvania",Bucks,2,,
"Census Tract 1016.05, Bucks County, Pennsylvania",Bucks,5,,
"Census Tract 1016.07, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1016.09, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1016.10, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1016.11, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1018.02, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1018.03, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1018.05, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1018.07, Bucks County, Pennsylvania",Bucks,1.5,,
"Census Tract 1018.08, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1019, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1020.02, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1020.03, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1020.04, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1021.02, Bucks County, Pennsylvania",Bucks,1,,
"Census Tract 1021.04, Bucks County, Pennsylvania",Bucks,2,,
"Census Tract 1023, Bucks County, Pennsylvania",Bucks,1,,
